Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
0,1,1,1,18,6,14,6,14.16666667,Graduate
1,1,1,1,19,2,10,0,0,Dropout
0,1,0,0,25,15,13.33333333,11,12.27272727,Graduate
0,1,0,1,20,6,12.5,6,14.33333333,Enrolled
0,1,0,0,19,6,12.5,6,11.5,Graduate
1,1,1,0,33,2,10.5,0,0,Dropout
1,1,1,0,18,3,10.66666667,3,11.33333333,Enrolled
0,1,1,0,18,4,10.5,2,10.5,Enrolled
0,1,0,0,19,4,12,5,11.4,Graduate
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,19,5,11.5,2,10.66666667,Enrolled
0,1,0,0,18,6,14,6,13.5,Dropout
0,1,0,0,18,6,13.5,5,12.6,Graduate
0,1,0,0,18,8,13.07375,8,13.07375,Graduate
0,1,0,0,37,2,10.75,0,0,Dropout
0,1,0,0,20,1,12,0,0,Enrolled
0,1,0,1,20,6,14,6,13.33333333,Graduate
0,1,1,0,21,6,12.33333333,6,13.42857143,Graduate
0,1,0,1,18,7,13.46428571,8,14.78888889,Graduate
0,1,0,0,26,3,10.66666667,5,11.2,Enrolled
1,1,0,0,41,5,11.6,5,12.2,Enrolled
0,1,0,1,18,6,13.66666667,6,14.66666667,Graduate
1,1,0,0,18,8,14.4025,8,14.4025,Graduate
0,1,0,0,31,7,15.46875,8,16.3875,Graduate
1,1,0,0,23,6,12.625,6,14.16666667,Graduate
0,1,0,0,19,6,14.98333333,6,14.98333333,Graduate
0,1,0,1,20,6,15,6,13,Graduate
0,1,0,0,40,9,15.88888889,7,14.14285714,Graduate
1,1,0,0,32,4,11.5,3,11,Dropout
0,1,0,0,24,2,10.5,1,10,Dropout
0,1,0,0,18,6,13.98333333,6,13.98333333,Graduate
0,1,0,0,18,6,13,6,12.83333333,Graduate
0,1,0,1,18,6,13.66666667,6,13,Graduate
0,0,0,0,27,0,0,0,0,Dropout
0,1,0,0,18,5,14.4,5,15.4,Graduate
0,1,0,0,26,4,12,4,11.25,Enrolled
0,1,0,0,19,6,14.16666667,6,13.66666667,Graduate
0,1,0,0,19,5,12.2,6,12,Graduate
0,1,0,0,21,3,12,3,12.66666667,Enrolled
0,1,0,0,24,2,10.5,1,11,Enrolled
0,1,0,0,20,3,12.33333333,2,10.5,Dropout
0,1,0,0,18,5,12.2,5,12.2,Enrolled
0,1,0,0,30,0,0,0,0,Dropout
1,0,0,0,22,6,11.5,6,13.16666667,Enrolled
0,1,0,0,21,9,10.88888889,10,11.61538462,Graduate
0,1,0,0,26,6,12.16666667,8,11.675,Dropout
0,1,0,0,23,2,10,1,12,Enrolled
0,1,0,1,18,6,12.66666667,6,12.16666667,Graduate
1,1,0,0,21,5,11.4,5,12.2,Dropout
0,1,0,1,18,0,0,0,0,Dropout
0,1,0,0,21,2,13,4,12,Enrolled
0,1,0,0,18,5,13.4,5,12,Enrolled
0,1,0,1,19,6,13.5,5,12.8,Dropout
0,1,0,0,22,4,12.25,3,11.33333333,Enrolled
0,1,0,0,19,6,12.28571429,6,12.83333333,Graduate
0,0,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,2,10.5,1,13,Dropout
0,1,0,0,27,3,14,5,12,Graduate
0,1,0,0,22,5,14.2,5,12.2,Graduate
0,1,0,0,18,5,13,6,13.14285714,Dropout
0,1,0,0,20,6,11,4,12.75,Graduate
0,1,0,0,34,3,11,2,10,Dropout
0,1,0,0,18,6,12.38571429,8,13.75555556,Graduate
0,1,1,0,20,4,14.75,4,12.25,Graduate
0,1,0,0,20,5,16.16666667,5,15.83333333,Graduate
0,1,1,0,25,0,0,0,0,Dropout
0,1,1,0,18,5,12.4,3,13,Dropout
0,0,1,0,18,5,11.6,4,13,Dropout
0,1,0,1,18,5,12.2,0,0,Dropout
0,1,0,1,19,5,11,5,12.8,Graduate
0,1,0,1,19,6,12.33333333,5,12.4,Dropout
0,1,0,1,21,6,14.83333333,6,12.57142857,Graduate
0,1,0,0,29,9,11.55555556,10,11.9,Enrolled
0,1,0,1,20,6,12,6,11.83333333,Graduate
1,1,0,1,21,11,12.72727273,10,12.6,Graduate
0,1,0,0,34,2,10.5,1,11,Dropout
0,1,0,0,20,6,12.33333333,6,12,Graduate
0,1,1,0,24,0,0,1,12,Dropout
0,1,1,0,18,7,14.84285714,8,14.38888889,Graduate
0,1,1,0,19,7,12.2,7,12.2,Enrolled
0,1,1,1,18,4,10.8,4,11.75,Enrolled
0,1,1,0,28,4,12.75,5,14.33333333,Enrolled
0,1,1,0,28,2,11,1,12,Dropout
0,1,1,0,20,4,10.75,0,0,Dropout
0,1,1,0,22,8,12.55375,8,12.55375,Graduate
0,1,1,0,19,7,12.66571429,7,12.66571429,Graduate
0,1,1,0,20,6,12.71428571,4,13,Enrolled
0,1,1,0,26,2,11.75,0,0,Dropout
0,0,1,0,21,3,11,0,0,Dropout
0,1,1,0,18,0,0,0,0,Graduate
0,1,1,0,18,5,13.4,5,12.2,Graduate
0,1,1,0,22,17,12.57894737,17,12.11764706,Graduate
0,1,1,0,36,0,0,0,0,Dropout
0,1,1,1,20,6,12,6,11.5,Graduate
0,1,1,0,20,3,12.33333333,0,0,Dropout
0,1,1,0,25,4,11.5,3,13.5,Dropout
0,1,1,0,35,5,12.8,5,13.83333333,Graduate
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,0,26,7,13.28571429,7,12.14285714,Enrolled
1,0,1,0,20,4,11.8,2,12,Dropout
0,1,1,0,50,6,11.33333333,2,13.5,Dropout
0,1,1,0,20,5,12.002,5,12.002,Dropout
0,1,1,0,20,5,13.97666667,8,13.22222222,Enrolled
0,0,1,0,35,5,15.2,1,11,Dropout
0,1,1,1,19,6,13.14285714,6,14.16666667,Graduate
0,1,1,0,43,0,0,0,0,Dropout
0,1,1,0,19,7,13.86714286,7,13.86714286,Graduate
0,1,1,0,25,6,12.675,6,12.675,Graduate
0,1,1,0,19,0,0,0,0,Graduate
0,1,1,1,20,6,12,6,12.5,Enrolled
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,1,19,6,11,5,12.2,Dropout
0,1,1,0,32,4,10.75,4,11.33333333,Dropout
0,1,1,0,57,5,14.2,6,14.16666667,Graduate
0,0,1,0,20,4,12.6,4,11.575,Dropout
0,0,1,0,38,0,0,0,0,Dropout
0,1,1,0,45,5,14,5,14.16666667,Graduate
1,0,1,0,43,2,10,4,12.25,Dropout
0,1,1,0,19,6,13.83333333,6,13.125,Graduate
0,0,1,0,49,2,11,1,11,Dropout
0,1,1,0,43,7,11.63571429,7,11.63571429,Enrolled
0,1,1,0,34,4,12.25,0,0,Dropout
1,1,1,0,18,4,12.5,5,11.28571429,Enrolled
0,1,1,0,43,5,13.8,5,13.66666667,Graduate
0,1,1,0,21,3,12,1,11,Dropout
0,1,1,0,40,3,11,4,12.5,Enrolled
0,1,1,1,19,4,13.75,6,11.55555556,Graduate
0,1,1,0,27,6,10.66666667,4,11.25,Enrolled
0,1,1,0,43,0,0,2,13.15,Dropout
0,1,1,0,31,5,13.83333333,5,15.4,Graduate
1,1,1,0,26,0,0,0,0,Enrolled
0,1,1,0,34,5,15.8,5,16.8,Graduate
0,1,1,0,30,12,12.52608696,12,12.52608696,Graduate
0,1,1,0,36,6,12.78333333,0,0,Dropout
1,0,1,0,46,0,0,1,10,Dropout
0,1,1,0,22,3,13,3,10.66666667,Graduate
0,1,1,0,27,0,0,0,0,Dropout
0,1,1,0,20,5,10.8,3,12,Enrolled
0,1,1,0,20,5,11,3,10,Enrolled
1,0,1,0,31,0,0,0,0,Dropout
1,1,1,0,20,0,0,0,0,Enrolled
0,0,1,0,21,2,12,0,0,Dropout
0,1,1,0,21,4,10.75,2,11,Dropout
0,1,1,0,19,5,11.6,4,13.5,Graduate
0,1,1,1,20,5,11.8,4,11.6,Graduate
0,1,1,0,18,6,16,6,15.16666667,Graduate
0,1,1,1,18,6,12.66666667,6,11.5,Graduate
1,1,1,0,30,4,14.4,6,13.5,Enrolled
1,0,1,0,34,0,0,0,0,Dropout
1,0,1,0,21,4,12.25,4,13.4,Enrolled
0,1,1,0,20,5,12.6,8,12.75,Dropout
0,1,1,0,18,7,13.4,7,13.4,Graduate
1,1,1,0,21,0,0,0,0,Dropout
0,1,1,0,26,1,10,0,0,Dropout
1,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,25,3,11.25,4,11.2,Dropout
0,1,1,0,19,0,0,0,0,Enrolled
0,1,1,0,24,3,10.66666667,1,14,Dropout
0,1,1,0,20,4,11.75,5,13.4,Graduate
0,1,1,0,20,0,0,0,0,Dropout
0,1,0,0,18,6,12.66666667,6,14.125,Graduate
0,1,0,0,25,7,11.95,7,12.04285714,Enrolled
0,1,0,0,22,5,14,6,15.66666667,Graduate
0,0,0,0,41,0,0,0,0,Dropout
1,1,0,1,19,2,11.5,0,0,Dropout
0,1,0,0,21,6,12,5,12.8,Graduate
1,1,0,0,30,6,16.42857143,6,16.66666667,Dropout
0,1,0,1,21,5,13.336,7,13.20714286,Graduate
0,1,0,1,26,0,0,0,0,Enrolled
0,1,0,0,21,7,14.66666667,6,14,Graduate
0,1,0,0,18,7,14.11571429,7,14.11571429,Graduate
0,1,0,1,19,6,14.85714286,6,13.11111111,Graduate
0,1,0,1,18,6,13.83333333,6,13.71428571,Graduate
0,1,0,0,19,3,11,4,11.75,Enrolled
0,1,0,0,21,4,11.75,3,13.66666667,Enrolled
0,1,0,1,18,2,10,2,12,Dropout
0,1,0,1,24,6,12.415,6,12.415,Graduate
0,1,0,0,21,1,11,2,10.5,Enrolled
0,1,0,0,23,5,14.42857143,6,13.42857143,Graduate
0,1,0,1,18,7,14.31285714,7,14.31285714,Graduate
0,0,0,0,26,6,15.42857143,5,14.5,Enrolled
0,1,0,0,20,4,12,5,13.4,Graduate
0,1,0,0,18,6,13.83333333,6,13.71428571,Graduate
0,1,0,0,20,6,12.16666667,6,12.14285714,Graduate
0,1,0,0,20,7,14.01428571,7,14.01428571,Enrolled
0,1,0,0,18,2,10.33333333,3,13.33333333,Enrolled
0,1,0,1,22,5,13.2,5,13.6,Graduate
1,1,0,0,20,6,15.4,6,15.4,Graduate
0,1,0,1,19,7,13.38571429,8,15.925,Graduate
1,1,0,0,18,6,10.85714286,4,11,Dropout
0,1,0,0,18,5,11.33333333,5,12,Graduate
0,1,0,1,19,4,14.5,5,13.6,Graduate
0,1,0,1,19,6,14.16666667,6,12.375,Graduate
0,1,0,0,24,6,12.83333333,6,12,Graduate
0,1,0,0,21,6,13.33333333,6,14.5,Graduate
0,1,0,1,20,6,13.66666667,6,14.57142857,Graduate
1,0,0,1,28,6,10.83333333,5,11,Dropout
0,1,0,0,21,6,13.42857143,6,13.14285714,Graduate
1,1,1,0,20,7,12.40142857,6,11.80833333,Enrolled
0,0,1,0,36,0,0,0,0,Dropout
0,0,1,0,42,0,0,0,0,Dropout
0,1,1,0,47,4,11.5,5,11.6,Dropout
0,0,1,0,25,0,0,0,0,Dropout
0,1,1,1,25,6,14.14285714,6,13.5,Graduate
0,1,1,0,48,0,0,0,0,Dropout
0,1,1,1,32,10,13.8,10,12.8,Graduate
0,1,1,0,38,10,13.6,5,13.6,Dropout
0,1,1,0,37,15,11.73333333,9,11.88888889,Graduate
0,0,1,0,26,1,10,1,10,Dropout
0,1,1,0,23,0,0,0,0,Dropout
0,1,1,0,23,0,0,0,0,Enrolled
0,1,1,0,20,4,10.8,4,12,Enrolled
0,1,1,0,26,6,13.04666667,7,13.30625,Dropout
0,1,0,0,45,8,11,6,10.83333333,Enrolled
0,1,0,1,26,3,12.33333333,3,11.66666667,Enrolled
0,1,0,0,26,10,11.8,7,13.28571429,Graduate
0,1,0,0,25,3,11,3,11.25,Enrolled
0,1,0,0,18,8,13.11,8,13.11,Graduate
0,1,0,0,27,7,14.41428571,7,14.41428571,Graduate
0,0,0,0,24,0,0,0,0,Dropout
0,1,0,0,20,5,12.33333333,5,12.2,Graduate
0,1,0,1,18,0,0,1,10,Dropout
0,1,0,1,18,7,14.1,8,13.3125,Graduate
0,1,0,0,18,8,13.045,8,13.045,Graduate
0,1,1,0,19,5,12.858,5,12.858,Enrolled
0,1,0,1,19,8,14.2525,8,14.2525,Graduate
0,1,0,1,19,5,14.06,7,11.24285714,Enrolled
0,1,0,0,18,7,15.07571429,7,15.07571429,Graduate
0,1,0,1,18,0,0,0,0,Enrolled
0,1,0,0,19,4,13.75,5,12.6,Enrolled
0,1,0,0,23,17,13.15,12,13.21428571,Graduate
0,1,0,1,21,5,12.33333333,5,11.8,Graduate
0,1,0,1,18,7,13.77857143,8,13.12222222,Graduate
1,0,0,0,20,3,10.33333333,1,11,Dropout
0,1,0,0,23,3,11.33333333,2,11,Enrolled
0,1,0,0,20,5,13.2,6,12.66666667,Enrolled
0,1,0,1,18,6,13.57142857,6,12.375,Graduate
0,1,0,0,29,11,12.75,7,13.42857143,Graduate
0,1,1,0,28,3,13,1,12,Dropout
0,1,1,0,19,3,11.33333333,4,11,Enrolled
1,0,1,0,24,0,0,0,0,Dropout
1,1,1,1,33,0,0,0,0,Dropout
0,0,1,0,19,2,12.5,1,11,Dropout
0,1,1,0,19,6,14.85714286,6,14.14285714,Graduate
0,1,1,0,37,8,12,7,11.57142857,Graduate
1,0,1,1,18,0,0,0,0,Graduate
0,1,1,0,29,0,0,0,0,Enrolled
0,1,1,0,37,7,12.82857143,8,12.6875,Graduate
0,1,1,0,36,0,0,0,0,Dropout
0,1,1,0,19,6,13.33333333,5,14,Graduate
0,1,1,1,33,14,13.07285714,14,13.07285714,Graduate
0,0,1,0,34,5,12,3,11,Dropout
0,1,0,0,18,6,15.5,6,16,Graduate
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,1,19,6,14.71428571,6,15.16666667,Graduate
0,1,0,0,20,6,16.71428571,6,15.33333333,Graduate
0,1,0,1,19,6,10.85714286,6,11.66666667,Graduate
0,1,0,0,19,6,11.65833333,6,12.41666667,Graduate
0,1,0,1,22,5,11.6,6,12,Graduate
0,1,0,0,18,6,14.625,6,14.14285714,Enrolled
0,1,0,1,18,6,12.16666667,6,12.66666667,Graduate
0,1,0,0,19,4,13.375,6,12.11666667,Enrolled
0,1,0,1,19,6,12.5,6,12.83333333,Graduate
1,0,0,0,31,5,12.56,5,12.56,Dropout
0,1,0,0,18,7,13.19,8,14.23125,Graduate
1,1,0,1,19,3,11,4,11.25,Graduate
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,1,19,5,11.6,6,11.71428571,Graduate
0,1,0,0,19,6,14.26666667,6,14.26666667,Graduate
0,1,0,1,19,4,11,4,13.85714286,Enrolled
0,1,0,0,30,9,12.66666667,7,12.42857143,Graduate
0,1,0,0,18,0,0,3,11,Enrolled
0,1,0,0,18,7,12.77142857,7,12.77142857,Graduate
0,1,0,0,21,0,0,0,0,Dropout
0,1,0,1,19,6,15.5,6,13.57142857,Graduate
0,1,0,1,19,6,13.28571429,5,14.6,Enrolled
0,1,0,0,19,5,11.71666667,5,13.7,Enrolled
0,1,0,0,19,6,11.33333333,4,13.75,Dropout
0,1,0,1,19,6,13.33333333,5,13.4,Graduate
0,1,0,1,39,4,12.33333333,2,10,Graduate
0,1,0,0,18,6,12.33333333,6,12.83333333,Enrolled
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,0,19,5,12.6,4,11.6,Graduate
0,1,0,0,18,5,12.6,4,11,Enrolled
1,0,0,0,34,6,14.33333333,6,12.83333333,Enrolled
0,1,0,0,22,3,12,2,11,Enrolled
0,1,0,0,24,6,14.85714286,5,13.6,Graduate
0,1,0,0,34,12,11.91666667,11,13.18181818,Graduate
0,1,0,0,46,0,0,0,0,Dropout
0,1,0,0,50,3,13.33333333,5,12.2,Enrolled
0,0,0,0,37,0,0,0,0,Dropout
0,1,0,0,18,6,17,6,15.5,Graduate
0,1,0,1,25,3,11.66666667,2,11.33333333,Enrolled
0,1,0,0,46,19,12.21052632,13,11.38461538,Graduate
0,1,0,1,30,6,13,5,12.85714286,Graduate
1,0,0,0,37,0,0,0,0,Dropout
0,1,0,0,50,2,10.5,3,11,Enrolled
0,1,0,0,20,6,13.57142857,6,12.71428571,Graduate
0,1,0,0,39,1,14,0,0,Dropout
0,0,0,0,53,0,0,0,0,Dropout
0,1,0,0,54,13,12.46153846,10,11.1,Dropout
0,1,0,0,19,4,14.4,5,13,Graduate
0,0,0,0,20,0,0,0,0,Dropout
1,1,0,0,18,6,14.33333333,6,14.16666667,Graduate
1,1,0,0,21,11,11.90909091,11,10.72727273,Graduate
0,1,0,0,18,6,13.71428571,6,14.375,Graduate
1,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,18,5,13.46,7,12.2375,Dropout
0,1,0,0,19,6,15,6,13.33333333,Graduate
0,1,0,1,18,0,0,0,0,Dropout
0,1,0,0,19,5,13.4,5,12.8,Graduate
0,1,0,0,48,5,13,4,12.5,Enrolled
1,1,0,0,34,4,11.25,4,13.75,Graduate
0,1,0,0,18,5,12.6,5,11.6,Graduate
0,1,0,0,50,6,12.66666667,6,11.83333333,Graduate
1,1,0,0,41,21,12.33333333,19,12.10526316,Graduate
0,1,0,1,22,5,12,5,11,Dropout
0,1,0,0,43,5,16.4,5,16.6,Graduate
0,1,0,0,50,0,0,0,0,Dropout
0,1,0,0,60,6,12.75,4,14.75,Graduate
0,1,0,0,41,4,14.5,5,13,Enrolled
0,1,0,0,47,5,14.8,5,14.4,Graduate
0,1,0,0,22,17,10.36842105,17,11.5,Graduate
0,1,0,0,41,0,0,0,0,Dropout
0,1,0,0,28,6,10.66666667,9,11.33333333,Enrolled
0,1,0,0,32,13,12.69230769,13,12.38461538,Graduate
0,1,0,0,50,0,0,0,0,Dropout
0,1,0,0,53,15,11.8,12,11.66666667,Enrolled
1,0,0,0,54,0,0,0,0,Dropout
0,1,0,0,49,5,12.33333333,4,11.5,Enrolled
0,1,0,0,34,11,13,8,11.875,Dropout
0,1,0,0,45,4,12.5,3,11.66666667,Dropout
0,1,0,1,47,5,12.2,4,11.25,Graduate
0,1,0,0,22,8,11,5,11.2,Enrolled
0,1,0,0,33,1,10,2,12,Dropout
0,1,0,1,43,6,12.33333333,6,11.5,Graduate
0,1,0,0,54,13,14.30769231,12,15.23076923,Graduate
0,1,0,0,39,11,14.45454545,8,13.5,Graduate
0,1,0,0,39,5,11,5,13.2,Graduate
0,1,0,1,18,6,13.14285714,6,12.83333333,Graduate
0,1,0,1,19,6,13.75,6,11.85714286,Graduate
0,1,0,1,18,6,14,5,13.8,Graduate
0,1,0,0,44,8,13.75,6,12.5,Graduate
0,1,0,0,27,0,0,0,0,Dropout
0,1,0,1,18,6,13.16666667,6,12.42857143,Graduate
0,1,0,0,45,9,12.44444444,6,12,Dropout
0,1,0,0,20,6,12.66666667,5,13,Graduate
0,1,0,0,40,6,11.33333333,6,10.5,Graduate
0,1,0,0,40,4,11.25,5,12,Enrolled
0,1,0,0,18,7,13.6125,8,14.575,Graduate
0,1,0,0,21,7,12.41428571,7,12.41428571,Graduate
0,1,0,0,20,0,0,0,0,Graduate
0,1,0,0,36,11,11.5,12,11.4375,Enrolled
0,1,0,0,27,0,0,0,0,Dropout
0,1,0,0,32,7,11,8,13.125,Graduate
0,1,0,1,18,6,14,6,13.5,Graduate
0,1,0,0,37,4,12,3,12,Dropout
0,1,0,0,19,6,12.5,6,12.5,Graduate
0,1,0,1,41,6,11.33333333,6,11.33333333,Graduate
0,1,0,1,18,6,14.06666667,6,14.06666667,Graduate
0,1,0,0,21,8,13.55555556,7,13.57142857,Graduate
1,0,0,0,23,5,11.6,4,12.25,Dropout
0,1,0,0,18,0,0,0,0,Dropout
0,1,0,0,18,8,13.27625,8,13.27625,Graduate
0,1,0,0,21,0,0,0,0,Dropout
0,1,0,0,19,6,14.375,6,14.75,Graduate
0,1,0,0,47,0,0,0,0,Dropout
0,1,0,1,48,6,10.66666667,5,11.8,Enrolled
0,1,0,0,39,12,13.41666667,10,14.5,Graduate
0,1,0,0,19,6,12.97166667,7,12.32142857,Graduate
0,1,0,0,38,14,10.92857143,12,11.83333333,Dropout
1,0,0,0,27,0,0,0,0,Dropout
0,1,0,1,18,0,0,0,0,Graduate
0,1,0,0,34,4,13.25,0,0,Enrolled
0,1,0,0,48,6,11.33333333,5,12.4,Dropout
0,1,0,0,25,1,11,0,0,Dropout
0,1,0,1,32,7,12.75714286,7,12.75714286,Graduate
0,1,0,1,18,6,14.5,6,14.66666667,Graduate
1,1,0,0,20,6,13.83333333,6,14.57142857,Graduate
0,1,0,0,20,4,11.25,5,10.4,Graduate
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,0,19,1,13.67,1,13.67,Enrolled
0,1,0,0,39,0,0,2,12.5,Dropout
1,1,0,0,29,1,13,0,0,Dropout
1,1,0,0,36,0,0,0,0,Dropout
0,1,0,0,18,7,11.97142857,7,11.97142857,Graduate
0,1,0,0,51,0,0,0,0,Dropout
1,1,0,0,23,1,16,4,12.25,Dropout
0,1,0,0,21,0,0,0,0,Dropout
0,0,0,0,28,4,12.75,0,0,Dropout
0,1,0,0,34,4,11,4,10.75,Enrolled
0,1,0,0,41,0,0,0,0,Dropout
0,1,0,1,43,5,12.2,6,12.33333333,Graduate
0,1,0,0,28,7,12.42857143,8,12.3,Enrolled
0,1,0,1,19,12,14.5,11,13.58333333,Graduate
0,1,0,0,26,6,13,11,13.83333333,Graduate
0,1,0,0,18,7,11.71428571,8,12.75,Graduate
0,1,0,0,45,4,10.25,3,13,Dropout
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,20,6,12.375,6,13.14285714,Graduate
0,1,0,0,18,6,12.66666667,6,12,Graduate
0,1,0,0,27,3,10.5,1,12,Dropout
0,1,0,0,20,6,14.125,5,12.6,Graduate
0,1,0,0,18,6,14.66666667,6,13.83333333,Graduate
0,1,0,0,35,5,11.4,3,12.33333333,Enrolled
0,1,0,0,26,0,0,0,0,Dropout
0,1,0,1,39,6,14,5,14.8,Graduate
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,0,36,0,0,0,0,Dropout
0,1,0,0,38,11,12.63636364,8,11,Graduate
0,1,0,0,45,3,12.33333333,2,11,Dropout
0,1,0,0,62,6,15,6,12.83333333,Graduate
0,1,0,1,20,4,11.75,6,12.66666667,Graduate
0,1,0,0,18,7,14.13714286,7,14.13714286,Graduate
0,1,0,0,18,2,12,1,11,Dropout
0,1,0,0,23,5,10.8,4,11.5,Graduate
1,1,0,1,19,6,13.28571429,6,12.5,Dropout
1,1,0,1,19,5,13.6,5,12.6,Graduate
0,1,0,0,18,7,13.55,8,14.1875,Graduate
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,41,4,13.5,6,11.16666667,Graduate
0,1,0,1,51,5,11.6,5,14.2,Graduate
0,1,0,0,24,10,12.5,4,12.6,Graduate
0,1,0,0,25,1,11,2,12.66666667,Dropout
0,1,0,0,18,3,12,4,13,Enrolled
0,1,0,0,20,4,11.6,3,12.33333333,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,41,10,14.63636364,10,14.6,Graduate
0,1,0,1,19,6,13,6,12.16666667,Graduate
0,1,0,0,28,14,12.78571429,16,13.875,Dropout
0,1,0,0,21,6,14.5,5,12,Graduate
0,0,0,0,22,4,14.6,4,12.75,Dropout
0,0,0,0,18,6,12.5,6,12.16666667,Graduate
0,1,0,1,19,6,14,6,13.125,Graduate
0,1,0,1,19,7,13.80142857,8,14.575,Graduate
1,0,0,0,25,6,14.42857143,6,13.66666667,Graduate
0,1,0,1,18,6,14.35,6,14.35,Graduate
0,1,0,0,19,6,14.33333333,6,13.5,Graduate
0,1,0,0,20,4,12.25,4,11.5,Enrolled
0,1,0,0,46,6,13.33333333,6,11.83333333,Graduate
0,0,0,0,19,12,13,11,13.25,Graduate
0,1,0,0,18,4,11.75,5,11.2,Enrolled
0,1,0,1,18,6,14.5,4,13,Graduate
0,1,0,1,19,7,11.82,7,11.82,Graduate
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,1,38,5,12.4,6,12.66666667,Graduate
0,1,0,0,18,6,12.57142857,6,11.85714286,Graduate
0,1,0,1,18,7,13.85714286,8,14.9,Graduate
0,1,0,0,18,5,11.83333333,5,13.8,Graduate
0,1,0,0,20,4,11,4,11.5,Enrolled
0,1,0,0,19,6,14.66666667,6,13.66666667,Graduate
0,0,0,0,37,0,0,0,0,Dropout
0,1,0,0,24,7,12.71428571,7,12.71428571,Enrolled
0,1,0,0,19,7,13.42222222,7,12.18888889,Graduate
0,1,0,1,19,6,14,5,12.2,Dropout
0,1,0,1,19,7,12.14285714,8,13.375,Dropout
1,1,0,1,18,5,12.8,5,13,Graduate
0,1,0,1,18,7,14.57285714,8,14.95555556,Graduate
0,1,0,0,18,4,11.25,4,11,Graduate
0,1,0,1,19,2,10,4,11.75,Enrolled
0,1,0,0,18,5,14.4,4,14.6,Dropout
0,1,0,0,20,7,12.98285714,8,14.4625,Graduate
0,1,0,0,20,6,15.75,6,13,Graduate
0,1,0,0,18,5,12.28571429,3,14,Dropout
0,1,0,0,20,6,13.755,7,13.57142857,Graduate
0,1,0,1,18,6,13.83333333,6,13.5,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,18,7,14.71111111,8,14.62777778,Graduate
0,1,0,0,20,11,14.61538462,9,13.7,Graduate
0,1,0,0,18,7,13.67714286,8,14.53333333,Graduate
0,1,0,1,19,5,13.16666667,5,12.8,Graduate
0,1,0,0,19,5,10.8,5,11.33333333,Graduate
0,1,0,0,19,3,12,5,12.83333333,Graduate
0,1,0,0,18,6,13.95833333,8,14.71875,Graduate
0,1,0,0,19,4,13,4,12.25,Dropout
0,1,0,1,24,0,0,0,0,Graduate
0,1,0,1,18,0,0,0,0,Graduate
0,1,0,1,18,7,14,7,14,Graduate
0,1,0,0,18,6,12.57142857,6,12.57142857,Enrolled
0,1,0,0,19,4,12,3,11.33333333,Dropout
0,1,0,1,35,8,13.625,7,14,Graduate
0,1,0,0,19,4,12.5,4,10,Graduate
0,1,0,0,28,14,12.42857143,11,11.90909091,Dropout
0,1,0,0,21,7,13.3875,8,15.9,Graduate
0,1,0,1,19,6,12.64833333,8,12.20555556,Graduate
0,1,0,0,19,6,14,6,13.33333333,Graduate
0,1,0,0,18,5,12.8,5,11.85714286,Graduate
0,1,0,0,18,6,11.33333333,6,10.83333333,Graduate
0,0,0,0,19,0,0,0,0,Dropout
0,1,0,1,20,6,14.16666667,6,13,Graduate
0,1,0,0,18,6,12.83333333,6,13.83333333,Graduate
1,0,0,0,19,4,12,6,11.83333333,Dropout
0,1,0,1,20,6,13,6,13.14285714,Dropout
0,1,0,0,18,6,13.39,7,12.75714286,Enrolled
0,0,0,0,18,6,12.33333333,5,13.6,Graduate
0,1,0,1,21,6,12.57142857,6,11.625,Graduate
0,1,0,1,19,6,12.33333333,6,12.83333333,Graduate
0,1,0,0,19,5,13,4,10.75,Graduate
0,1,0,0,19,3,12.33333333,4,10.25,Enrolled
0,1,0,0,18,6,13.16666667,5,14.2,Dropout
0,1,0,1,18,5,13.33333333,5,13.6,Graduate
0,1,0,0,18,4,13,5,13.14285714,Graduate
0,1,0,0,31,5,10.9,3,11.7,Dropout
0,1,0,0,19,2,11.5,3,10.85714286,Enrolled
0,1,0,1,20,6,15.85714286,6,16,Graduate
0,1,0,1,19,5,12.6,3,13,Dropout
0,1,0,1,19,6,14,6,14.57142857,Graduate
0,0,0,0,27,3,14.66666667,2,13,Dropout
0,1,0,1,18,6,13.66666667,6,14,Graduate
0,1,0,0,32,0,0,0,0,Dropout
0,1,0,0,18,7,12.62857143,7,12.62857143,Graduate
